city,company,title,state,description
Redwood City,CyberCoders,Senior Software Engineer,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Software Engineer  Redwood City, CA  Full-Time $60,000 - $120,000  Apply  Apply  Senior Software Engineer  Redwood City, CA  Full-Time $60,000 - $120,000  Apply  Job Details  If you are a Senior Software Engineer with PHP experience, please read on!  Top Reasons to Work with Us  We are a well established ...
                    "
Hancock,CyberCoders,C# .NET Developer-Industry Leading IT Solutions Firm,MI,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  C# .NET Developer  Hancock, MI  Full-Time $60,000 - $90,000  Apply  Apply  C# .NET Developer  Hancock, MI  Full-Time $60,000 - $90,000  Apply  Job Details  If you are a C# .NET Developer with 3+ years' experience, please read on!  Top Reasons to Work with Us  1. Industry leading rural outsourcing IT solutions fi...
                    "
Manhattan,CyberCoders,"DevOps Engineer - AWS, Linux, Node.js",NY,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  DevOps Engineer  Manhattan, NY; New York City, NY  Full-Time $120,000 - $160,000  Apply  Apply  DevOps Engineer  Manhattan, NY; New York City, NY  Full-Time $120,000 - $160,000  Apply  Job Details  We are an innovative, global communications company located in New York City creating a set of mobile and web produ...
                    "
Little Rock,CyberCoders,"Software Developer C#, WPF, Delphi",AR,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Software Developer C#, WPF, Delphi  Little Rock, AR  Full-Time Up to $75,000  Apply  Apply  Software Developer C#, WPF, Delphi  Little Rock, AR  Full-Time Up to $75,000  Apply  Job Details  If you are a well rounded, curious, and competent developer who puts teamwork ahead of ego and cares deeply about creating ...
                    "
Beavercreek,CyberCoders,Oracle DBA - Leading Software Provider!!,OH,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Oracle DBA  Beavercreek, OH  Full-Time $60,000 - $80,000  Apply  Apply  Oracle DBA  Beavercreek, OH  Full-Time $60,000 - $80,000  Apply  Job Details  If you are a Oracle DBA with experience, please read on!  Top Reasons to Work with Us  Our company, based in Beavercreek Ohio, is an ERP software company and IT co...
                    "
Seattle,CyberCoders,Senior Software Engineer - Ruby on Rails,WA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Senior Software Engineer  Seattle, WA  Full-Time $95,000 - $130,000  Apply  Apply  Senior Software Engineer  Seattle, WA  Full-Time $95,000 - $130,000  Apply  Job Details  Based in Seattle, we are a start-up focusing on machine to machine solutions, looking to hire a talented Ruby on Rails software engineer to j...
                    "
San Francisco,CyberCoders,Java Software Engineer,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Java Senior Software Engineer  San Francisco, CA  Full-Time $70,000 - $150,000  Apply  Apply  Java Senior Software Engineer  San Francisco, CA  Full-Time $70,000 - $150,000  Apply  Job Details  Software company is seeking a Software Engineer with a strong background in Java. This is a DIRECT HIRE/full-time posit...
                    "
Orrville,CyberCoders,Business Intelligence Developer - Leading Brand-Name Products!,OH,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Business Intelligence Developer  Orrville, OH  Full-Time $80,000 - $110,000  Apply  Apply  Business Intelligence Developer  Orrville, OH  Full-Time $80,000 - $110,000  Apply  Job Details  If you are a Business Intelligence Developer with BI Tool experience, please read on!  Based in Orrville, OH, we are one of t...
                    "
Quincy,CyberCoders,EDI Coordinator,MA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  EDI Coordinator  Quincy, MA  Full-Time $50,000 - $85,000  Apply  Apply  EDI Coordinator  Quincy, MA  Full-Time $50,000 - $85,000  Apply  Job Details  If you are a EDI Coordinator read on!  We are a well established company based out of Quincy. We are looking for an EDI Coordinator to join our amazing team and be...
                    "
Seattle,CyberCoders,Software Developer -HTML/CSS/.NET/SQL- Flexible Hours- ASAP!!,WA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Software Developer  Seattle, WA  Full-Time $85,000 - $110,000  Apply  Apply  Software Developer  Seattle, WA  Full-Time $85,000 - $110,000  Apply  Job Details  If you are a Software Developer with 4+ years of .NET development experience, please read on! We are one of the largest privately held manufacturing, bus...
                    "
New York City,CyberCoders,"QSA Consultant - PCI DSS, PA QSA, CISSP",NY,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  QSA Consultant  New York City, NY  Full-Time Unspecified  Apply  Apply  QSA Consultant  New York City, NY  Full-Time Unspecified  Apply  Job Details  If you are a QSA Consultant with experience, please read on!  We are looking for a full time PA QSA Consultant to join our growing team!  Top Reasons to Work with ...
                    "
Carlsbad,CyberCoders,Embedded Software Engineer - FAST GROWTH STARTUP,CA,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Embedded Software Engineer - FAST GROWTH STARTUP  Carlsbad, CA  Full-Time $90,000 - $120,000  Apply  Apply  Embedded Software Engineer - FAST GROWTH STARTUP  Carlsbad, CA  Full-Time $90,000 - $120,000  Apply  Job Details  Embedded Software Engineer - C/C++, Assembly, Linux  Based in beautiful Carlsbad, Californi...
                    "
Woonsocket,"DB Healthcare, Inc.",Forecast and Replenishment-Reporting and Analytics Consultant - RI,RI,"
                        Forecast and Replenishment-Reporting and Analytics Consultant - RI  About DB Healthcare IT  DB Healthcare IT, focused solely on healthcare IT domain, partners with Providers, Payers and established healthcare consulting practices to provide them with qualified consulting resources. We have been very successful in providing project directors, program managers, analysts, interface engineers, trainin...
                    "
Louisville,CyberCoders,"Oracle Application Developer - Oracle Applications Development,",KY,"
                        CyberCoders  Matching Great People with Great Companies  Learn more about CyberCoders  Oracle Application Developer  Louisville, KY  Full-Time Unspecified  Apply  Apply  Oracle Application Developer  Louisville, KY  Full-Time Unspecified  Apply  Job Details  We provide industry leading creative solutions for our global customers and need an Oracle Application Developer for our team. We will also p...
                    "
